,eq_ret_3m,eq_vol_3m,eq_dd_12m,eq_mom_12m,ff_chg_3m,real_ff,cpi_yoy,cpi_yoy_chg_3m,y2_minus_ff,y2_chg_3m,fwd_6m_%,fwd_12m_%,pattern,distance,n_features
2005-09-30,3.146,7.465,-1.304,10.249,0.58,-1.122,4.742,2.201,0.56,0.52,5.376,8.711,HIKE | infl-up | eq-up | low-vol,1.135,10
2005-10-31,-2.201,9.419,-3.055,6.796,0.52,-0.57,4.35,1.283,0.62,0.38,8.583,14.161,HIKE | infl-up | eq-dn | mid-vol,0.982,10
2005-11-30,2.389,9.182,-1.48,6.446,0.5,0.661,3.339,-0.308,0.42,0.58,1.649,12.097,HIKE | infl-dn | eq-up | mid-vol,0.688,10
2005-12-31,1.585,8.835,-1.921,3.001,0.54,0.821,3.339,-1.403,0.25,0.23,1.755,13.619,HIKE | infl-dn | eq-flat | mid-vol,0.884,10
2006-01-31,6.054,7.278,-1.089,8.365,0.51,0.271,4.019,-0.331,0.25,0.14,-0.267,12.355,HIKE | infl-dn | eq-up | low-vol,0.603,10
2006-02-28,2.495,7.656,-1.045,6.402,0.49,0.852,3.638,0.3,0.2,0.27,1.808,9.851,HIKE | infl-up | eq-up | low-vol,0.687,10
2006-03-31,3.732,7.762,-0.947,9.68,0.43,1.172,3.418,0.079,0.23,0.41,3.165,9.73,HIKE | infl-flat | eq-up | low-vol,0.625,10
2006-04-30,2.385,7.09,-0.072,13.291,0.5,1.176,3.614,-0.405,0.08,0.33,5.137,13.105,HIKE | infl-dn | eq-up | low-vol,0.687,10
2006-05-31,-0.825,8.223,-4.199,6.596,0.45,0.963,3.977,0.339,0.1,0.35,10.278,20.513,HIKE | infl-up | eq-flat | low-vol,0.784,10
2006-06-30,-1.905,10.635,-4.191,6.62,0.4,0.808,4.182,0.764,0.17,0.34,11.66,18.355,HIKE | infl-up | eq-flat | mid-vol,0.824,10
2006-07-31,-2.59,11.689,-3.704,3.442,0.45,1.135,4.105,0.491,-0.27,0.1,12.656,13.99,HIKE | infl-up | eq-dn | mid-vol,0.823,10
2006-08-31,2.656,10.397,-1.655,6.842,0.31,1.323,3.927,-0.051,-0.46,-0.25,7.9,13.052,HIKE | infl-flat | eq-up | mid-vol,0.62,10
2006-09-30,5.168,8.203,-0.226,8.711,0.26,3.238,2.012,-2.17,-0.54,-0.45,6.364,14.291,HIKE | infl-dn | eq-up | low-vol,1.077,10
2006-10-31,7.933,6.125,-0.802,14.161,0.01,3.844,1.406,-2.698,-0.54,-0.26,7.579,12.442,HOLD | infl-dn | eq-up | low-vol,1.249,10
2006-11-30,7.425,6.484,-0.388,12.097,0.0,3.281,1.969,-1.958,-0.63,-0.17,9.281,5.748,HOLD | infl-dn | eq-up | low-vol,0.998,10
2006-12-31,6.172,6.167,-0.616,13.619,-0.01,2.716,2.524,0.512,-0.42,0.11,5.997,3.53,HOLD | infl-up | eq-up | low-vol,0.652,10
2007-01-31,4.376,6.071,-0.131,12.355,0.0,3.174,2.076,0.669,-0.31,0.23,1.184,-4.15,HOLD | infl-up | eq-up | low-vol,0.745,10
2007-02-28,0.442,7.999,-3.621,9.851,0.01,2.84,2.42,0.452,-0.61,0.03,4.775,-5.416,HOLD | infl-up | eq-flat | low-vol,0.774,10
2007-03-31,0.18,9.92,-2.659,9.73,0.02,2.462,2.798,0.274,-0.68,-0.24,7.453,-6.908,HOLD | infl-up | eq-flat | mid-vol,0.728,10
2007-04-30,3.068,10.178,-0.873,13.105,0.0,2.657,2.593,0.517,-0.65,-0.34,4.52,-6.529,HOLD | infl-up | eq-up | mid-vol,0.656,10
2007-05-31,8.8,8.81,0.0,20.513,-0.01,2.54,2.71,0.29,-0.33,0.27,-3.233,-8.509,HOLD | infl-up | eq-up | mid-vol,0.48,10
2007-06-30,5.806,8.715,-2.328,18.355,-0.01,2.557,2.693,-0.105,-0.38,0.29,-2.327,-14.857,HOLD | infl-dn | eq-up | mid-vol,0.53,10
2007-07-31,-1.828,11.33,-6.298,13.99,0.01,2.942,2.318,-0.275,-0.7,-0.04,-5.272,-12.911,HOLD | infl-dn | eq-flat | mid-vol,0.792,10
2007-08-31,-3.7,15.878,-5.092,13.052,-0.23,3.123,1.897,-0.812,-0.87,-0.77,-9.726,-12.969,CUT | infl-dn | eq-dn | high-vol,0.964,10
2007-09-30,1.557,16.244,-1.695,14.291,-0.31,2.106,2.834,0.141,-0.97,-0.9,-13.365,-23.605,CUT | infl-up | eq-flat | high-vol,0.73,10
2007-10-31,6.467,15.512,-1.008,12.442,-0.5,1.149,3.611,1.293,-0.82,-0.62,-10.571,-37.475,CUT | infl-up | eq-up | high-vol,0.723,10
2007-11-30,0.485,16.039,-5.368,5.748,-0.53,0.117,4.373,2.476,-1.45,-1.11,-5.453,-39.49,CUT | infl-up | eq-flat | high-vol,1.331,10
2007-12-31,-3.824,16.28,-6.184,3.53,-0.7,0.131,4.109,1.275,-1.19,-0.92,-12.828,-38.486,CUT | infl-up | eq-dn | high-vol,1.121,10
2008-01-31,-11.026,18.361,-11.922,-4.15,-0.82,-0.355,4.295,0.684,-1.77,-1.77,-8.064,-40.091,CUT | infl-up | eq-dn | high-vol,1.569,10
2008-02-29,-10.162,16.975,-14.984,-5.416,-1.51,-1.163,4.143,-0.23,-1.33,-1.39,-3.592,-44.756,CUT | infl-dn | eq-dn | high-vol,1.517,10
2008-03-31,-9.92,20.004,-15.491,-6.908,-1.63,-1.365,3.975,-0.134,-0.99,-1.43,-11.82,-39.679,CUT | infl-dn | eq-dn | high-vol,1.534,10
2008-04-30,0.511,18.887,-11.472,-6.529,-1.66,-1.624,3.904,-0.391,0.01,0.12,-30.084,-37.008,CUT | infl-dn | eq-flat | high-vol,1.055,10
2008-05-31,5.242,17.427,-10.527,-8.509,-1.0,-2.108,4.088,-0.055,0.68,1.01,-36.0,-34.365,CUT | infl-flat | eq-up | high-vol,0.987,10
2008-06-30,-3.228,14.93,-18.219,-14.857,-0.61,-2.936,4.936,0.961,0.63,1.01,-29.434,-28.178,CUT | infl-up | eq-dn | high-vol,1.413,10
2008-07-31,-8.531,15.984,-19.025,-12.911,-0.27,-3.488,5.498,1.594,0.51,0.23,-34.836,-22.085,CUT | infl-up | eq-dn | high-vol,1.591,10
2008-08-31,-8.394,17.76,-18.038,-12.969,0.02,-3.308,5.308,1.22,0.36,-0.3,-42.698,-20.44,HOLD | infl-up | eq-dn | high-vol,1.509,10
2008-09-30,-8.878,29.76,-25.479,-23.605,-0.19,-3.143,4.953,0.017,0.19,-0.63,-31.593,-9.369,HOLD | infl-flat | eq-dn | high-vol,1.844,10
2008-10-31,-23.563,48.721,-36.278,-37.475,-1.04,-2.761,3.731,-1.766,0.59,-0.96,-9.903,6.962,CUT | infl-dn | eq-dn | high-vol,3.069,10
2008-11-30,-30.136,57.276,-40.88,-39.49,-1.61,-0.71,1.1,-4.208,0.61,-1.36,2.555,22.247,CUT | infl-dn | eq-dn | high-vol,3.867,10
2008-12-31,-22.558,56.498,-37.585,-38.486,-1.65,0.182,-0.022,-4.976,0.6,-1.24,1.779,23.454,CUT | infl-dn | eq-dn | high-vol,3.777,10
2009-01-31,-14.748,43.682,-42.11,-40.091,-0.82,0.264,-0.114,-3.845,0.79,-0.62,19.567,30.027,CUT | infl-dn | eq-dn | high-vol,3.157,10
2009-02-28,-17.981,34.161,-48.474,-44.756,-0.17,0.212,0.008,-1.091,0.78,0.0,38.843,50.252,HOLD | infl-dn | eq-dn | high-vol,2.867,10
2009-03-31,-11.667,34.46,-44.073,-39.679,0.02,0.626,-0.446,-0.424,0.63,0.05,32.488,46.569,HOLD | infl-dn | eq-dn | high-vol,2.558,10
2009-04-30,5.682,32.776,-38.82,-37.008,0.0,0.726,-0.576,-0.463,0.76,-0.03,18.719,35.962,HOLD | infl-dn | eq-up | high-vol,2.135,10
2009-05-31,25.038,30.7,-34.537,-34.365,-0.04,1.196,-1.016,-1.024,0.74,-0.08,19.202,18.525,HOLD | infl-dn | eq-up | high-vol,2.026,10
2009-06-30,15.222,21.917,-29.571,-28.178,0.03,1.439,-1.229,-0.783,0.9,0.3,21.296,12.117,HOLD | infl-dn | eq-up | high-vol,1.619,10
2009-07-31,13.138,19.388,-24.35,-22.085,0.01,2.119,-1.959,-1.382,0.97,0.22,8.749,11.557,HOLD | infl-dn | eq-up | high-vol,1.485,10
2009-08-31,11.041,15.588,-20.44,-20.44,-0.02,1.644,-1.484,-0.468,0.81,0.05,8.218,2.813,HOLD | infl-dn | eq-up | high-vol,1.223,10
2009-09-30,14.985,14.616,-8.956,-9.369,-0.06,1.528,-1.378,-0.149,0.8,-0.16,10.628,7.958,HOLD | infl-dn | eq-up | high-vol,0.833,10
2009-10-31,4.933,14.928,-5.622,6.962,-0.04,0.344,-0.224,1.735,0.78,-0.23,14.524,14.193,HOLD | infl-up | eq-up | high-vol,0.912,10
2009-11-30,7.349,14.731,-1.351,22.247,-0.04,-1.795,1.915,3.398,0.55,-0.3,-0.568,7.751,HOLD | infl-up | eq-up | high-vol,1.394,10
2009-12-31,5.489,13.063,-1.124,23.454,-0.03,-2.694,2.814,4.192,1.02,0.19,-7.568,12.783,HOLD | infl-up | eq-up | high-vol,1.743,10
2010-01-31,3.636,11.726,-6.639,30.027,-0.01,-2.511,2.621,2.845,0.71,-0.08,2.582,19.765,HOLD | infl-up | eq-up | mid-vol,1.3,10
2010-02-28,0.809,12.194,-3.977,50.252,0.01,-2.021,2.151,0.237,0.68,0.14,-4.994,20.166,HOLD | infl-up | eq-flat | mid-vol,0.936,10
2010-03-31,4.872,11.928,-0.404,46.569,0.04,-2.126,2.286,-0.528,0.86,-0.12,-2.414,13.374,HOLD | infl-dn | eq-up | mid-vol,0.846,10
2010-04-30,10.506,11.454,-2.513,35.962,0.09,-2.007,2.207,-0.414,0.77,0.15,-0.289,14.909,HOLD | infl-dn | eq-up | mid-vol,0.611,10
2010-05-31,-1.365,17.087,-10.505,18.525,0.07,-1.804,2.004,-0.148,0.56,-0.05,8.366,23.48,HOLD | infl-dn | eq-flat | high-vol,0.808,10
2010-06-30,-11.862,20.723,-15.327,12.117,0.02,-0.942,1.122,-1.165,0.43,-0.41,22.017,28.129,HOLD | infl-dn | eq-dn | high-vol,1.365,10
2010-07-31,-7.17,21.817,-9.503,11.557,-0.02,-1.161,1.341,-0.866,0.37,-0.42,16.75,17.309,HOLD | infl-dn | eq-dn | high-vol,1.105,10
2010-08-31,-3.679,17.826,-13.797,2.813,-0.01,-0.96,1.15,-0.853,0.28,-0.29,26.483,16.159,HOLD | infl-dn | eq-dn | high-vol,1.034,10
2010-09-30,10.72,15.198,-6.25,7.958,0.01,-0.928,1.118,-0.003,0.23,-0.19,16.179,-0.857,HOLD | infl-flat | eq-up | high-vol,0.417,10
2010-10-31,7.413,13.027,-2.795,14.193,0.01,-0.977,1.167,-0.174,0.15,-0.21,15.242,5.919,HOLD | infl-dn | eq-up | high-vol,0.424,10
2010-11-30,12.505,11.827,-3.695,7.751,0.0,-0.895,1.085,-0.066,0.26,-0.02,13.947,5.625,HOLD | infl-flat | eq-up | mid-vol,0.411,10
2010-12-31,10.203,9.945,-0.17,12.783,-0.01,-1.258,1.438,0.319,0.43,0.19,5.009,-0.003,HOLD | infl-up | eq-up | mid-vol,0.487,10
2011-01-31,8.693,9.692,-1.033,19.765,-0.02,-1.531,1.701,0.534,0.41,0.24,0.479,2.044,HOLD | infl-up | eq-up | mid-vol,0.531,10
2011-02-28,12.424,8.628,-1.176,20.166,-0.03,-1.965,2.125,1.04,0.53,0.24,-8.162,2.898,HOLD | infl-up | eq-up | mid-vol,0.656,10
2011-03-31,5.422,10.9,-1.279,13.374,-0.04,-2.479,2.619,1.181,0.66,0.19,-14.663,6.233,HOLD | infl-up | eq-up | mid-vol,0.772,10
2011-04-30,6.025,10.658,0.0,14.909,-0.07,-2.977,3.077,1.376,0.51,0.03,-8.09,2.515,HOLD | infl-up | eq-up | mid-vol,0.835,10
2011-05-31,1.355,10.122,-1.35,23.48,-0.07,-3.369,3.459,1.334,0.36,-0.24,-7.303,-2.592,HOLD | infl-up | eq-flat | mid-vol,0.948,10
2011-06-30,-0.391,10.403,-3.151,28.129,-0.05,-3.412,3.502,0.883,0.36,-0.35,-4.773,3.144,HOLD | infl-up | eq-flat | mid-vol,0.929,10
2011-07-31,-5.231,11.869,-5.231,17.309,-0.03,-3.51,3.58,0.503,0.29,-0.25,1.558,6.735,HOLD | infl-up | eq-dn | mid-vol,1.012,10
2011-08-31,-9.39,25.257,-10.613,16.159,0.01,-3.655,3.755,0.296,0.1,-0.25,12.043,15.398,HOLD | infl-up | eq-dn | high-vol,1.29,10
2011-09-30,-14.328,27.748,-17.028,-0.857,-0.01,-3.733,3.813,0.31,0.17,-0.2,24.487,27.333,HOLD | infl-up | eq-dn | high-vol,1.634,10
2011-10-31,-3.016,30.636,-8.09,5.919,0.0,-3.452,3.522,-0.058,0.18,-0.11,11.538,12.675,HOLD | infl-flat | eq-dn | high-vol,1.225,10
2011-11-30,2.303,24.81,-8.554,5.625,-0.02,-3.371,3.451,-0.304,0.17,0.05,5.082,13.571,HOLD | infl-dn | eq-up | high-vol,0.938,10
2011-12-31,11.152,22.262,-7.774,-0.003,-0.01,-2.992,3.062,-0.751,0.18,0.0,8.314,13.406,HOLD | infl-dn | eq-up | high-vol,0.797,10
2012-01-31,4.716,16.934,-3.755,2.044,0.01,-2.929,3.009,-0.514,0.14,-0.03,5.098,14.443,HOLD | infl-dn | eq-up | high-vol,0.721,10
2012-02-29,9.521,10.505,-0.474,2.898,0.02,-2.798,2.898,-0.553,0.2,0.05,2.995,11.006,HOLD | infl-dn | eq-up | mid-vol,0.666,10
2012-03-31,11.997,7.996,-0.568,6.233,0.06,-2.453,2.583,-0.479,0.2,0.08,2.286,10.962,HOLD | infl-dn | eq-up | low-vol,0.637,10
2012-04-30,6.515,9.701,-1.489,2.515,0.06,-2.133,2.273,-0.736,0.13,0.05,1.019,13.997,HOLD | infl-dn | eq-up | mid-vol,0.697,10
2012-05-31,-4.053,10.868,-7.661,-2.592,0.06,-1.578,1.738,-1.16,0.11,-0.03,8.078,26.085,HOLD | infl-dn | eq-dn | mid-vol,1.061,10
2012-06-30,-3.288,13.543,-4.008,3.144,0.03,-1.494,1.654,-0.929,0.17,0.0,4.701,18.277,HOLD | infl-dn | eq-dn | high-vol,0.919,10
2012-07-31,-1.33,13.44,-2.799,6.735,0.02,-1.258,1.418,-0.856,0.07,-0.04,8.891,22.362,HOLD | infl-dn | eq-flat | high-vol,0.813,10
2012-08-31,7.345,11.836,-0.878,15.398,-0.03,-1.556,1.686,-0.052,0.09,-0.05,7.778,16.516,HOLD | infl-flat | eq-up | mid-vol,0.456,10
2012-09-30,5.764,9.595,-1.712,27.333,-0.02,-1.81,1.95,0.296,0.09,-0.1,8.481,17.116,HOLD | infl-up | eq-up | mid-vol,0.581,10
2012-10-31,2.381,8.662,-3.657,12.675,0.0,-1.996,2.156,0.738,0.14,0.07,12.847,24.861,HOLD | infl-up | eq-up | mid-vol,0.739,10
2012-11-30,0.683,10.412,-3.383,13.571,0.03,-1.636,1.796,0.11,0.09,0.03,16.661,27.716,HOLD | infl-up | eq-flat | mid-vol,0.683,10
2012-12-31,-1.005,10.39,-2.7,13.406,0.02,-1.6,1.76,-0.19,0.09,0.02,12.967,29.198,HOLD | infl-dn | eq-flat | mid-vol,0.744,10
2013-01-31,6.359,10.163,-0.39,14.443,-0.02,-1.544,1.684,-0.472,0.13,-0.03,12.371,18.283,HOLD | infl-dn | eq-up | mid-vol,0.55,10
2013-02-28,7.048,9.363,-0.977,11.006,-0.01,-1.868,2.018,0.222,0.1,0.0,8.107,23.02,HOLD | infl-up | eq-up | mid-vol,0.557,10
2013-03-31,9.583,8.807,-0.057,10.962,-0.02,-1.379,1.519,-0.241,0.11,0.0,7.96,19.802,HOLD | infl-dn | eq-up | mid-vol,0.516,10
2013-04-30,6.1,9.763,0.0,13.997,0.01,-0.989,1.139,-0.545,0.07,-0.05,10.646,18.221,HOLD | infl-dn | eq-up | mid-vol,0.565,10
2013-05-31,8.98,8.848,-1.034,26.085,-0.04,-1.28,1.39,-0.628,0.19,0.05,9.476,16.43,HOLD | infl-dn | eq-up | mid-vol,0.556,10
2013-06-30,3.088,11.2,-3.49,18.277,-0.05,-1.626,1.716,0.197,0.27,0.11,14.368,21.669,HOLD | infl-up | eq-up | mid-vol,0.592,10
2013-07-31,5.91,9.425,-0.523,22.362,-0.06,-1.795,1.885,0.747,0.22,0.09,5.262,14.392,HOLD | infl-up | eq-up | mid-vol,0.63,10
2013-08-31,-0.801,9.523,-4.047,16.516,-0.03,-1.459,1.539,0.148,0.31,0.09,13.795,22.239,HOLD | infl-up | eq-flat | mid-vol,0.748,10
2013-09-30,4.726,6.891,-2.32,17.116,-0.01,-1.015,1.095,-0.621,0.25,-0.03,10.969,16.893,HOLD | infl-dn | eq-up | low-vol,0.672,10
2013-10-31,4.472,8.135,-0.51,24.861,0.0,-0.787,0.877,-1.009,0.22,0.0,6.846,14.451,HOLD | infl-dn | eq-up | low-vol,0.725,10
2013-11-30,10.361,7.758,0.0,27.716,0.0,-1.153,1.233,-0.306,0.2,-0.11,6.352,14.313,HOLD | infl-dn | eq-up | low-vol,0.549,10
2013-12-31,9.207,7.931,-0.02,29.198,0.01,-1.423,1.513,0.418,0.29,0.05,6.383,11.738,HOLD | infl-up | eq-up | low-vol,0.585,10
2014-01-31,0.756,7.241,-3.754,18.283,-0.02,-1.488,1.558,0.681,0.27,0.03,8.674,12.294,HOLD | infl-up | eq-flat | low-vol,0.785,10
2014-02-28,3.112,8.0,0.0,23.02,-0.01,-1.05,1.12,-0.112,0.26,0.05,7.421,12.844,HOLD | infl-dn | eq-up | low-vol,0.656,10
2014-03-31,1.613,8.532,-0.497,19.802,-0.01,-1.533,1.613,0.1,0.36,0.06,5.338,10.444,HOLD | infl-flat | eq-flat | mid-vol,0.694,10
2014-04-30,6.044,9.731,-0.368,18.221,0.02,-1.925,2.015,0.457,0.33,0.08,7.118,10.699,HOLD | infl-up | eq-up | mid-vol,0.586,10
2014-05-31,3.142,8.947,0.0,16.43,0.02,-2.077,2.167,1.046,0.28,0.04,7.486,9.556,HOLD | infl-up | eq-up | mid-vol,0.776,10
2014-06-30,4.694,7.805,-0.134,21.669,0.02,-1.959,2.059,0.446,0.37,0.03,5.034,5.249,HOLD | infl-up | eq-up | low-vol,0.67,10
2014-07-31,2.48,7.058,-2.883,14.392,0.0,-1.884,1.974,-0.041,0.44,0.11,3.331,8.974,HOLD | infl-flat | eq-up | low-vol,0.722,10
2014-08-31,4.149,7.017,0.0,22.239,0.0,-1.625,1.715,-0.452,0.39,0.11,5.048,-1.557,HOLD | infl-dn | eq-up | low-vol,0.695,10
2014-09-30,0.615,7.798,-1.942,16.893,-0.01,-1.594,1.684,-0.375,0.49,0.11,4.847,-2.65,HOLD | infl-dn | eq-flat | low-vol,0.76,10
2014-10-31,4.526,10.814,0.0,14.451,0.0,-1.52,1.61,-0.365,0.41,-0.03,3.343,3.038,HOLD | infl-dn | eq-up | mid-vol,0.588,10
2014-11-30,3.204,10.319,-0.254,14.313,0.0,-1.142,1.232,-0.484,0.38,-0.01,1.926,0.622,HOLD | infl-dn | eq-up | mid-vol,0.633,10
2014-12-31,4.391,11.682,-1.515,11.738,0.03,-0.533,0.653,-1.031,0.55,0.09,0.205,-0.727,HOLD | infl-dn | eq-up | mid-vol,0.687,10
2015-01-31,-1.143,11.06,-4.572,12.294,0.02,0.34,-0.23,-1.839,0.36,-0.03,5.46,-2.744,HOLD | infl-dn | eq-flat | mid-vol,1.04,10
2015-02-28,1.787,11.866,-0.519,12.844,0.02,0.197,-0.087,-1.319,0.52,0.16,-6.287,-8.186,HOLD | infl-dn | eq-flat | mid-vol,0.833,10
2015-03-31,0.437,11.673,-2.338,10.444,-0.01,0.132,-0.022,-0.675,0.45,-0.11,-7.15,-0.394,HOLD | infl-dn | eq-flat | mid-vol,0.748,10
2015-04-30,4.537,9.561,-1.52,10.699,0.01,0.224,-0.104,0.126,0.46,0.11,-0.295,-0.969,HOLD | infl-up | eq-up | mid-vol,0.619,10
2015-05-31,0.137,9.438,-1.1,9.556,0.01,0.085,0.035,0.122,0.49,-0.02,-1.28,-0.495,HOLD | infl-up | eq-flat | mid-vol,0.754,10
2015-06-30,-0.231,8.395,-3.177,5.249,0.02,-0.05,0.18,0.202,0.51,0.08,-0.93,1.732,HOLD | infl-up | eq-flat | low-vol,0.807,10
2015-07-31,0.883,9.139,-1.262,8.974,0.01,-0.096,0.226,0.33,0.54,0.09,-7.78,3.312,HOLD | infl-up | eq-flat | mid-vol,0.746,10
2015-08-31,-6.416,14.978,-7.445,-1.557,0.02,-0.101,0.241,0.206,0.6,0.13,-2.026,10.079,HOLD | infl-up | eq-dn | high-vol,1.03,10
2015-09-30,-6.936,17.511,-9.892,-2.65,0.01,0.131,0.009,-0.171,0.5,0.0,7.276,12.929,HOLD | infl-dn | eq-dn | high-vol,1.085,10
2015-10-31,-1.167,17.958,-2.415,3.038,-0.01,-0.008,0.128,-0.098,0.63,0.08,-0.676,2.25,HOLD | infl-flat | eq-flat | high-vol,0.807,10
2015-11-30,5.488,13.746,-2.366,0.622,-0.02,-0.316,0.436,0.195,0.82,0.2,0.796,5.691,HOLD | infl-up | eq-up | high-vol,0.646,10
2015-12-31,6.454,12.44,-4.077,-0.727,0.1,-0.399,0.639,0.63,0.82,0.42,2.687,9.535,HOLD | infl-up | eq-up | mid-vol,0.701,10
2016-01-31,-6.691,15.163,-8.944,-2.744,0.22,-0.898,1.238,1.11,0.42,0.01,12.027,17.453,HIKE | infl-up | eq-dn | high-vol,1.126,10
2016-02-29,-7.123,16.476,-9.32,-8.186,0.26,-0.467,0.847,0.411,0.4,-0.16,12.355,22.327,HIKE | infl-up | eq-dn | high-vol,1.123,10
2016-03-31,0.773,15.131,-3.336,-0.394,0.12,-0.532,0.892,0.253,0.37,-0.33,5.269,14.71,HOLD | infl-up | eq-flat | high-vol,0.743,10
2016-04-30,6.446,11.407,-3.075,-0.969,0.03,-0.803,1.173,-0.065,0.4,0.01,2.946,15.441,HOLD | infl-flat | eq-up | mid-vol,0.604,10
2016-05-31,8.525,8.331,-1.472,-0.495,-0.01,-0.708,1.078,0.231,0.5,0.09,4.857,15.014,HOLD | infl-up | eq-up | low-vol,0.641,10
2016-06-30,1.899,11.436,-1.382,1.732,0.02,-0.699,1.079,0.188,0.2,-0.15,6.669,15.463,HOLD | infl-up | eq-flat | mid-vol,0.691,10
2016-07-31,5.244,10.978,-0.066,3.312,0.02,-0.478,0.868,-0.304,0.28,-0.1,4.843,13.65,HOLD | infl-dn | eq-up | mid-vol,0.605,10
2016-08-31,3.528,10.046,-0.877,10.079,0.03,-0.655,1.055,-0.023,0.4,-0.07,8.876,13.851,HOLD | infl-flat | eq-up | mid-vol,0.602,10
2016-09-30,3.307,8.223,-0.999,12.929,0.02,-1.149,1.549,0.469,0.37,0.19,8.968,16.192,HOLD | infl-up | eq-up | low-vol,0.669,10
2016-10-31,-2.183,8.043,-2.922,2.25,0.01,-1.286,1.686,0.818,0.46,0.19,12.137,21.123,HOLD | infl-up | eq-dn | low-vol,0.938,10
2016-11-30,1.283,9.137,-0.657,5.691,0.01,-1.274,1.684,0.629,0.7,0.31,9.687,20.41,HOLD | infl-up | eq-flat | mid-vol,0.795,10
2016-12-31,3.254,7.144,-1.448,9.535,0.14,-1.511,2.051,0.502,0.66,0.43,8.244,19.42,HOLD | infl-up | eq-up | low-vol,0.758,10
2017-01-31,7.183,6.888,-0.848,17.453,0.25,-1.86,2.51,0.824,0.54,0.33,8.4,23.913,HIKE | infl-up | eq-up | low-vol,0.708,10
2017-02-28,7.496,5.474,-0.258,22.327,0.25,-2.15,2.81,1.126,0.56,0.11,4.57,14.816,HIKE | infl-up | eq-up | low-vol,0.814,10
2017-03-31,5.534,5.639,-1.387,14.71,0.25,-1.651,2.441,0.39,0.48,0.07,6.63,11.8,HIKE | infl-up | eq-up | low-vol,0.695,10
2017-04-30,4.622,5.901,-0.491,15.441,0.25,-1.276,2.176,-0.334,0.38,0.09,8.014,11.067,HIKE | infl-dn | eq-up | low-vol,0.682,10
2017-05-31,2.038,5.99,-0.166,15.014,0.25,-0.946,1.856,-0.954,0.37,0.06,9.776,12.168,HIKE | infl-dn | eq-up | low-vol,0.815,10
2017-06-30,2.569,6.111,-1.225,15.463,0.25,-0.601,1.641,-0.801,0.34,0.11,10.324,12.171,HIKE | infl-dn | eq-up | low-vol,0.759,10
2017-07-31,3.611,5.781,-0.304,13.65,0.25,-0.575,1.725,-0.451,0.19,0.06,14.31,14.006,HIKE | infl-dn | eq-up | low-vol,0.699,10
2017-08-31,2.482,6.259,-0.373,13.851,0.25,-0.768,1.928,0.072,0.17,0.05,9.798,17.392,HIKE | infl-flat | eq-up | low-vol,0.694,10
2017-09-30,3.959,5.922,0.0,16.192,0.11,-1.031,2.181,0.54,0.32,0.09,4.849,15.664,HOLD | infl-up | eq-up | low-vol,0.701,10
2017-10-31,4.249,5.81,-0.225,21.123,0.0,-0.871,2.021,0.296,0.45,0.26,2.827,5.3,HOLD | infl-up | eq-up | low-vol,0.681,10
2017-11-30,7.118,4.668,0.0,20.41,0.0,-1.012,2.172,0.244,0.62,0.45,2.179,4.253,HOLD | infl-up | eq-up | low-vol,0.692,10
2017-12-31,6.123,4.668,-0.615,19.42,0.15,-0.83,2.13,-0.051,0.59,0.42,1.674,-6.237,HOLD | infl-flat | eq-up | low-vol,0.688,10
2018-01-31,9.651,5.986,-1.708,23.913,0.26,-0.741,2.151,0.131,0.73,0.54,-0.266,-4.239,HIKE | infl-up | eq-up | low-vol,0.617,10
2018-02-28,2.502,13.421,-5.536,14.816,0.26,-0.843,2.263,0.091,0.83,0.47,6.916,2.604,HIKE | infl-flat | eq-up | high-vol,0.625,10
2018-03-31,-1.2,16.208,-8.053,11.8,0.21,-0.821,2.331,0.201,0.76,0.38,10.314,7.301,HIKE | infl-up | eq-flat | high-vol,0.765,10
2018-04-30,-6.224,17.589,-7.826,11.067,0.28,-0.781,2.471,0.32,0.8,0.35,2.405,11.245,HIKE | infl-up | eq-dn | high-vol,0.963,10
2018-05-31,-0.315,13.348,-5.834,12.168,0.28,-1.082,2.782,0.518,0.7,0.15,2.029,1.73,HIKE | infl-up | eq-flat | high-vol,0.73,10
2018-06-30,2.909,10.462,-5.378,12.171,0.31,-0.988,2.808,0.477,0.7,0.25,-7.781,8.218,HIKE | infl-up | eq-up | mid-vol,0.652,10
2018-07-31,6.353,7.766,-1.969,14.006,0.22,-0.944,2.854,0.383,0.76,0.18,-3.984,5.826,HIKE | infl-up | eq-up | low-vol,0.601,10
2018-08-31,7.254,6.675,-0.43,17.392,0.21,-0.733,2.643,-0.139,0.71,0.22,-4.033,0.86,HIKE | infl-dn | eq-up | low-vol,0.589,10
2018-09-30,7.196,6.037,-0.572,15.664,0.13,-0.382,2.332,-0.475,0.86,0.29,-2.731,2.154,HOLD | infl-dn | eq-up | low-vol,0.649,10
2018-10-31,-3.712,12.142,-7.473,5.3,0.28,-0.302,2.492,-0.362,0.68,0.2,8.632,12.015,HIKE | infl-dn | eq-dn | mid-vol,0.871,10
2018-11-30,-4.872,14.609,-5.82,4.253,0.29,0.053,2.147,-0.496,0.6,0.18,-0.294,13.797,HIKE | infl-dn | eq-dn | high-vol,0.898,10
2018-12-31,-13.972,19.768,-14.464,-6.237,0.32,0.268,2.002,-0.33,0.21,-0.33,17.349,28.878,HIKE | infl-dn | eq-dn | high-vol,1.404,10
