,eq_ret_3m,eq_vol_3m,eq_dd_12m,eq_mom_12m,ff_chg_3m,real_ff,cpi_yoy,cpi_yoy_chg_3m,y2_minus_ff,y2_chg_3m,fwd_6m_%,fwd_12m_%,pattern,distance,n_features
1968-08-31,0.182,6.635,-3.448,5.575,-0.09,1.552,4.478,0.248,-0.6,-0.63,-0.738,-3.389,HOLD | infl-up | eq-flat | low-vol,0.845,10
1968-09-30,3.103,6.093,0.0,6.163,-0.29,1.316,4.464,0.26,-0.34,-0.47,-1.13,-9.302,CUT | infl-up | eq-up | low-vol,0.754,10
1968-10-31,5.801,4.701,-1.505,10.128,-0.12,1.162,4.748,0.257,-0.25,0.16,0.271,-5.967,HOLD | infl-up | eq-up | low-vol,0.686,10
1968-11-30,9.62,4.446,0.0,15.287,-0.21,1.395,4.425,-0.053,-0.04,0.35,-4.531,-13.435,CUT | infl-flat | eq-up | low-vol,0.616,10
1968-12-31,1.159,4.909,-4.162,7.66,0.24,1.314,4.706,0.242,0.44,1.02,-5.921,-11.361,HIKE | infl-up | eq-flat | low-vol,0.899,10
1969-01-31,-0.387,5.778,-4.946,11.676,0.39,1.608,4.692,-0.056,0.11,0.75,-10.853,-17.464,HIKE | infl-flat | eq-flat | low-vol,0.857,10
1969-02-28,-9.449,6.77,-9.449,9.814,0.79,1.932,4.678,0.254,-0.14,0.69,-2.67,-8.794,HIKE | infl-up | eq-dn | low-vol,1.199,10
1969-03-31,-2.263,7.382,-6.33,12.539,0.77,1.542,5.248,0.542,-0.52,-0.19,-8.265,-11.703,HIKE | infl-up | eq-dn | low-vol,0.92,10
1969-04-30,0.66,7.319,-4.319,6.251,1.11,1.887,5.523,0.831,-1.15,-0.15,-6.22,-21.381,HIKE | infl-up | eq-flat | low-vol,0.994,10
1969-05-31,5.432,6.453,-4.531,4.844,2.06,3.163,5.507,0.829,-2.03,0.17,-9.327,-26.01,HIKE | infl-up | eq-up | low-vol,1.229,10
1969-06-30,-3.743,6.928,-9.837,-1.878,2.11,3.424,5.476,0.228,-1.32,1.31,-5.782,-25.576,HIKE | infl-up | eq-dn | low-vol,1.423,10
1969-07-31,-11.438,9.654,-15.263,-6.047,1.2,3.166,5.444,-0.079,-1.04,1.31,-7.416,-15.006,HIKE | infl-flat | eq-dn | mid-vol,1.55,10
1969-08-31,-7.684,10.462,-11.867,-3.389,0.52,3.761,5.429,-0.079,-1.55,1.0,-6.293,-14.648,HIKE | infl-flat | eq-dn | mid-vol,1.365,10
1969-09-30,-4.698,10.72,-14.072,-9.302,0.25,3.452,5.698,0.223,-1.14,0.43,-3.748,-9.568,HIKE | infl-up | eq-dn | mid-vol,1.255,10
1969-10-31,5.891,7.949,-10.27,-5.967,0.39,3.334,5.666,0.222,-1.42,0.01,-16.166,-14.387,HIKE | infl-up | eq-up | low-vol,1.005,10
1969-11-30,-1.78,7.816,-13.435,-13.435,-0.34,2.918,5.932,0.504,-0.81,0.4,-18.399,-7.046,CUT | infl-up | eq-flat | low-vol,1.222,10
1969-12-31,-1.138,8.171,-13.282,-11.361,-0.18,3.071,5.899,0.201,-0.65,0.31,-21.008,0.098,HOLD | infl-up | eq-flat | low-vol,1.15,10
1970-01-31,-12.567,8.443,-19.913,-17.464,-0.02,2.818,6.162,0.497,-0.83,0.57,-8.198,12.773,HOLD | infl-up | eq-dn | mid-vol,1.654,10
1970-02-28,-4.594,9.564,-15.693,-8.794,0.13,2.555,6.425,0.492,-1.87,-0.93,-8.916,8.101,HOLD | infl-up | eq-dn | mid-vol,1.418,10
1970-03-31,-2.64,9.332,-15.571,-11.703,-1.21,1.666,6.094,0.195,-0.86,-1.42,-6.047,11.916,CUT | infl-up | eq-dn | mid-vol,1.368,10
1970-04-30,-4.117,10.141,-23.21,-21.381,-0.88,2.039,6.061,-0.102,-0.38,-0.43,2.122,27.515,CUT | infl-dn | eq-dn | mid-vol,1.499,10
1970-05-31,-14.469,17.279,-26.01,-26.01,-1.03,1.906,6.044,-0.381,-0.3,0.54,13.912,30.15,CUT | infl-dn | eq-dn | high-vol,1.867,10
1970-06-30,-18.866,18.454,-26.995,-25.576,-0.15,1.599,6.011,-0.083,-0.21,0.5,26.719,37.101,HOLD | infl-flat | eq-dn | high-vol,1.978,10
1970-07-31,-4.257,19.16,-20.624,-15.006,-0.89,1.503,5.707,-0.354,-0.21,-0.72,22.844,22.46,CUT | infl-dn | eq-dn | high-vol,1.377,10
1970-08-31,6.492,13.353,-17.095,-14.648,-1.33,0.929,5.691,-0.353,0.22,-0.81,18.683,21.479,CUT | infl-dn | eq-up | high-vol,1.129,10
1970-09-30,15.8,11.619,-14.36,-9.568,-1.32,0.63,5.66,-0.351,0.29,-0.82,19.119,16.779,CUT | infl-dn | eq-up | mid-vol,0.991,10
1970-10-31,6.662,10.503,-15.336,-14.387,-1.01,0.57,5.63,-0.076,0.09,-0.71,24.865,13.189,CUT | infl-flat | eq-up | mid-vol,1.053,10
1970-11-30,6.968,9.065,-6.698,-7.046,-1.02,-0.0,5.6,-0.091,-0.54,-1.78,14.255,7.787,CUT | infl-flat | eq-up | mid-vol,1.081,10
1970-12-31,9.429,8.152,-1.402,0.098,-1.39,-0.67,5.57,-0.09,0.04,-1.64,8.193,10.787,CUT | infl-flat | eq-up | low-vol,1.002,10
1971-01-31,15.171,6.979,0.0,12.773,-2.06,-1.137,5.277,-0.353,0.09,-2.06,-0.313,8.406,CUT | infl-dn | eq-up | low-vol,1.178,10
1971-02-28,10.952,6.671,-1.936,8.101,-1.88,-1.004,4.724,-0.876,-0.03,-1.37,2.357,10.15,CUT | infl-dn | eq-up | low-vol,1.027,10
1971-03-31,8.855,6.281,-0.889,11.916,-1.19,-0.729,4.439,-1.132,0.21,-1.02,-1.964,6.869,CUT | infl-dn | eq-up | low-vol,0.896,10
1971-04-30,8.417,5.745,-0.783,27.515,0.02,0.004,4.156,-1.121,0.61,0.54,-9.351,3.579,HOLD | infl-dn | eq-up | low-vol,0.765,10
1971-05-31,2.977,6.09,-4.906,30.15,0.91,0.226,4.404,-0.32,0.5,1.44,-5.661,9.937,HIKE | infl-dn | eq-up | low-vol,0.952,10
1971-06-30,-0.608,7.042,-4.839,37.101,1.2,0.529,4.381,-0.057,1.33,2.32,2.397,7.462,HIKE | infl-flat | eq-flat | low-vol,1.337,10
1971-07-31,-8.052,7.307,-8.772,22.46,1.15,0.94,4.37,0.214,0.87,1.41,8.747,12.356,HIKE | infl-up | eq-dn | low-vol,1.258,10
1971-08-31,-0.602,10.335,-5.479,21.479,0.94,1.211,4.359,-0.045,-0.29,0.15,7.614,12.178,HIKE | infl-flat | eq-flat | mid-vol,0.744,10
1971-09-30,-1.364,9.823,-6.137,16.779,0.64,1.468,4.082,-0.3,-0.28,-0.97,9.01,12.416,HIKE | infl-dn | eq-flat | mid-vol,0.843,10
1971-10-31,-1.412,10.026,-10.06,13.189,-0.11,1.393,3.807,-0.563,-0.56,-1.54,14.263,18.412,HOLD | infl-dn | eq-flat | mid-vol,1.008,10
1971-11-30,-5.089,9.201,-10.289,7.787,-0.66,1.375,3.535,-0.824,-0.15,-0.52,16.534,24.13,CUT | infl-dn | eq-dn | mid-vol,1.023,10
1971-12-31,3.813,10.262,-2.558,10.787,-1.41,0.874,3.266,-0.815,0.32,-0.81,4.947,15.633,CUT | infl-dn | eq-up | mid-vol,0.8,10
1972-01-31,10.305,9.563,-0.792,8.406,-1.69,0.252,3.258,-0.549,0.85,-0.28,3.319,11.632,CUT | infl-dn | eq-up | mid-vol,0.736,10
1972-02-29,13.384,7.264,0.0,10.15,-1.61,-0.459,3.759,0.224,1.04,-0.42,4.241,4.795,CUT | infl-up | eq-up | low-vol,0.783,10
1972-03-31,5.005,6.026,-1.615,6.869,-0.31,0.33,3.5,0.234,1.28,0.65,3.125,4.03,CUT | infl-up | eq-up | low-vol,0.796,10
1972-04-30,3.589,5.808,-2.278,3.579,0.66,0.679,3.491,0.233,0.44,0.25,3.631,-0.65,HIKE | infl-up | eq-up | low-vol,0.745,10
1972-05-31,2.778,6.775,-1.021,9.937,0.97,1.044,3.226,-0.534,0.37,0.3,6.519,-4.182,HIKE | infl-dn | eq-up | low-vol,0.752,10
1972-06-30,-0.056,6.519,-3.181,7.462,0.63,1.497,2.963,-0.537,0.69,0.04,10.183,-2.688,HIKE | infl-dn | eq-flat | low-vol,0.83,10
1972-07-31,-0.26,6.79,-2.955,12.356,0.38,1.594,2.956,-0.536,0.27,0.21,8.045,0.773,HIKE | infl-dn | eq-flat | low-vol,0.774,10
1972-08-31,1.424,6.592,-1.297,12.178,0.54,1.862,2.948,-0.277,0.59,0.76,0.531,-6.157,HIKE | infl-dn | eq-flat | low-vol,0.793,10
1972-09-30,3.183,6.786,-1.777,12.416,0.41,1.684,3.186,0.223,0.74,0.46,0.877,-1.918,HIKE | infl-up | eq-up | low-vol,0.701,10
1972-10-31,3.902,7.14,-0.862,18.412,0.5,1.872,3.178,0.223,0.39,0.62,-4.132,-2.949,HIKE | infl-up | eq-up | low-vol,0.663,10
1972-11-30,5.023,7.07,-0.512,24.13,0.25,1.645,3.415,0.466,0.29,-0.05,-10.045,-17.751,HIKE | infl-up | eq-up | low-vol,0.599,10
1972-12-31,6.784,7.129,-0.898,15.633,0.46,1.924,3.406,0.22,0.35,0.07,-11.681,-17.366,HIKE | infl-up | eq-up | low-vol,0.55,10
1973-01-31,3.988,6.296,-3.501,11.632,0.89,2.299,3.641,0.462,0.15,0.65,-6.731,-16.772,HIKE | infl-up | eq-up | low-vol,0.762,10
1973-02-28,-4.277,7.991,-7.119,4.795,1.52,2.715,3.865,0.45,-0.15,1.08,-6.653,-13.843,HIKE | infl-up | eq-dn | low-vol,1.139,10
1973-03-31,-5.532,9.619,-7.252,4.03,1.76,2.259,4.831,1.425,0.0,1.41,-2.771,-15.728,HIKE | infl-up | eq-dn | mid-vol,1.35,10
1973-04-30,-7.808,10.943,-11.036,-0.65,1.18,1.819,5.301,1.66,-0.32,0.71,1.234,-15.574,HIKE | infl-up | eq-dn | mid-vol,1.361,10
1973-05-31,-6.026,13.058,-12.716,-4.182,1.26,2.311,5.529,1.664,-0.68,0.73,-8.566,-16.837,HIKE | infl-up | eq-dn | high-vol,1.378,10
1973-06-30,-6.51,13.712,-13.29,-2.688,1.4,2.495,5.995,1.164,-0.75,0.65,-6.436,-17.514,HIKE | infl-up | eq-dn | high-vol,1.337,10
1973-07-31,1.169,14.106,-9.997,0.773,3.28,4.658,5.742,0.44,-1.53,2.07,-10.765,-26.714,HIKE | infl-up | eq-flat | high-vol,1.666,10
1973-08-31,-0.667,11.872,-13.298,-6.157,2.66,3.101,7.399,1.87,-2.03,1.31,-7.703,-30.791,HIKE | infl-up | eq-flat | mid-vol,1.749,10
1973-09-30,4.0,10.423,-9.822,-1.918,2.29,3.417,7.363,1.368,-3.28,-0.24,-13.327,-41.4,HIKE | infl-up | eq-up | mid-vol,1.664,10
1973-10-31,0.065,9.477,-9.938,-2.949,-0.39,1.953,8.057,2.315,-2.8,-1.66,-16.604,-31.757,CUT | infl-up | eq-flat | mid-vol,1.763,10
1973-11-30,-7.952,13.573,-20.193,-17.751,-0.47,1.775,8.255,0.856,-2.75,-1.19,-9.045,-27.084,CUT | infl-up | eq-dn | high-vol,1.853,10
1973-12-31,-10.034,17.52,-18.871,-17.366,-0.83,1.009,8.941,1.578,-2.65,-0.2,-11.84,-29.718,CUT | infl-up | eq-dn | high-vol,1.913,10
1974-01-31,-10.823,19.073,-17.306,-16.772,-0.36,0.048,9.602,1.545,-2.53,-0.09,-17.873,-20.286,CUT | infl-up | eq-dn | high-vol,1.907,10
1974-02-28,0.271,17.42,-16.316,-13.843,-1.06,-1.03,10.0,1.745,-1.81,-0.12,-25.016,-15.205,CUT | infl-up | eq-flat | high-vol,1.643,10
1974-03-31,-3.66,13.969,-16.596,-15.728,-0.6,-0.788,10.138,1.197,-0.99,1.06,-32.39,-11.3,CUT | infl-up | eq-dn | high-vol,1.609,10
1974-04-30,-6.482,12.306,-18.961,-15.574,0.86,0.441,10.069,0.467,-1.52,1.87,-18.171,-3.333,HIKE | infl-up | eq-dn | mid-vol,1.793,10
1974-05-31,-9.291,12.28,-21.68,-16.837,2.34,0.604,10.706,0.706,-2.6,1.55,-19.833,4.434,HIKE | infl-up | eq-dn | mid-vol,2.135,10
1974-06-30,-8.491,13.013,-22.828,-17.514,2.58,1.07,10.86,0.721,-3.06,0.51,-20.279,10.686,HIKE | infl-up | eq-dn | high-vol,2.163,10
1974-07-31,-12.18,15.548,-28.832,-26.714,2.41,1.382,11.538,1.47,-3.92,0.01,-2.938,11.903,HIKE | infl-up | eq-dn | high-vol,2.583,10
1974-08-31,-17.335,18.05,-35.257,-30.791,0.7,1.121,10.889,0.183,-2.28,1.02,13.084,20.416,HIKE | infl-up | eq-dn | high-vol,2.48,10
1974-09-30,-26.116,21.54,-42.983,-41.4,-0.59,-0.607,11.947,1.087,-3.13,-0.66,31.193,31.996,CUT | infl-up | eq-dn | high-vol,3.101,10
1974-10-31,-6.821,25.16,-31.377,-31.757,-2.86,-1.782,11.842,0.304,-2.13,-1.07,18.133,20.487,CUT | infl-up | eq-dn | high-vol,2.453,10
1974-11-30,-3.021,24.483,-29.89,-27.084,-2.56,-2.75,12.2,1.312,-1.79,-2.07,30.27,30.399,CUT | infl-up | eq-dn | high-vol,2.45,10
1974-12-31,7.901,22.025,-31.303,-29.718,-2.81,-3.565,12.095,0.148,-1.18,-0.86,38.842,31.549,CUT | infl-up | eq-up | high-vol,2.22,10
1975-01-31,4.168,17.804,-22.819,-20.286,-2.93,-4.622,11.752,-0.09,-0.77,-1.57,15.29,31.021,CUT | infl-flat | eq-up | high-vol,2.053,10
1975-02-28,16.607,16.509,-18.197,-15.205,-3.21,-4.965,11.205,-0.995,-0.23,-1.65,6.484,22.209,CUT | infl-dn | eq-up | high-vol,1.967,10
1975-03-31,21.587,15.426,-12.049,-11.3,-2.99,-4.92,10.46,-1.635,0.82,-0.99,0.612,23.285,CUT | infl-dn | eq-up | high-vol,1.836,10
1975-04-30,13.406,14.008,-6.23,-3.333,-1.64,-4.697,10.187,-1.565,1.39,0.52,1.993,16.426,CUT | infl-dn | eq-up | high-vol,1.502,10
1975-05-31,11.717,13.366,-2.095,4.434,-1.02,-4.039,9.259,-1.946,0.86,0.07,0.099,9.907,CUT | infl-dn | eq-up | high-vol,1.319,10
1975-06-30,14.191,12.151,0.0,10.686,0.01,-3.634,9.184,-1.277,1.3,0.49,-5.253,9.549,HOLD | infl-dn | eq-up | mid-vol,1.161,10
1975-07-31,1.661,10.998,-7.175,11.903,0.61,-3.433,9.533,-0.654,1.28,0.5,13.645,16.552,HIKE | infl-dn | eq-flat | mid-vol,1.228,10
1975-08-31,-4.685,11.735,-9.131,20.416,0.92,-2.477,8.617,-0.642,1.42,1.48,14.767,18.451,HIKE | infl-dn | eq-dn | mid-vol,1.401,10
1975-09-30,-11.892,12.656,-12.279,31.996,0.69,-1.665,7.905,-1.279,1.59,0.98,22.535,25.48,HIKE | infl-dn | eq-dn | high-vol,1.587,10
1975-10-31,0.327,13.724,-6.872,20.487,-0.28,-1.827,7.647,-1.886,0.45,-1.11,14.151,15.566,CUT | infl-dn | eq-flat | high-vol,1.22,10
1975-11-30,5.018,12.116,-4.571,30.399,-0.92,-2.159,7.379,-1.239,1.46,-0.88,9.798,11.903,CUT | infl-dn | eq-up | mid-vol,1.115,10
1975-12-31,7.535,10.703,-5.669,31.549,-1.04,-1.929,7.129,-0.776,0.96,-1.67,15.623,19.148,CUT | infl-dn | eq-up | mid-vol,1.111,10
1976-01-31,13.275,10.51,0.0,31.021,-0.95,-1.822,6.692,-0.955,0.78,-0.62,2.558,1.16,CUT | infl-dn | eq-up | mid-vol,0.872,10
1976-02-29,9.283,11.144,-2.341,22.209,-0.45,-1.504,6.274,-1.105,1.44,-0.47,3.209,0.11,CUT | infl-dn | eq-up | mid-vol,0.864,10
1976-03-31,13.948,10.931,-0.629,23.285,-0.36,-1.221,6.061,-1.068,1.27,-0.05,2.403,-4.233,CUT | infl-dn | eq-up | mid-vol,0.774,10
1976-04-30,0.773,9.884,-1.807,16.426,-0.05,-1.029,5.849,-0.843,1.32,0.49,1.24,-3.148,HOLD | infl-dn | eq-flat | mid-vol,0.917,10
1976-05-31,0.471,9.453,-3.217,9.907,0.52,-0.925,6.215,-0.059,1.46,0.54,1.917,-4.053,HIKE | infl-flat | eq-flat | mid-vol,0.942,10
1976-06-30,1.469,9.059,0.0,9.549,0.64,-0.501,5.981,-0.079,1.54,0.91,3.049,-3.644,HIKE | infl-flat | eq-flat | mid-vol,0.973,10
1976-07-31,1.771,8.214,-2.369,16.552,0.49,-0.246,5.556,-0.294,1.43,0.6,-1.363,-4.437,HIKE | infl-dn | eq-flat | low-vol,0.874,10
1976-08-31,2.725,7.864,-2.869,18.451,0.0,-0.43,5.72,-0.495,1.21,-0.25,-3.003,-5.966,HOLD | infl-dn | eq-up | low-vol,0.807,10
1976-09-30,0.921,7.618,-2.402,25.48,-0.23,-0.245,5.495,-0.487,1.08,-0.69,-6.48,-8.276,CUT | infl-dn | eq-flat | low-vol,0.875,10
1976-10-31,-0.522,9.009,-4.572,15.566,-0.29,-0.444,5.464,-0.091,1.01,-0.71,-4.334,-10.262,CUT | infl-flat | eq-flat | mid-vol,0.864,10
1976-11-30,-0.787,9.571,-5.314,11.903,-0.34,-0.113,5.063,-0.656,0.47,-1.08,-5.857,-7.12,CUT | infl-dn | eq-flat | mid-vol,0.902,10
1976-12-31,2.109,8.926,-0.343,19.148,-0.6,-0.386,5.036,-0.459,0.69,-0.99,-6.495,-11.502,CUT | infl-dn | eq-up | mid-vol,0.82,10
1977-01-31,-0.845,8.172,-5.379,1.16,-0.41,-0.587,5.197,-0.267,1.57,0.15,-3.117,-12.526,CUT | infl-dn | eq-flat | low-vol,0.998,10
1977-02-28,-2.233,6.715,-7.428,0.11,-0.27,-1.402,6.082,1.019,1.4,0.66,-3.055,-12.803,CUT | infl-up | eq-dn | low-vol,1.192,10
1977-03-31,-8.412,6.802,-8.727,-4.233,0.04,-1.739,6.429,1.393,1.32,0.67,-1.92,-9.358,HOLD | infl-up | eq-dn | low-vol,1.451,10
1977-04-30,-3.519,7.434,-8.708,-3.148,0.12,-2.222,6.952,1.755,1.41,-0.04,-6.197,-1.636,HOLD | infl-up | eq-dn | low-vol,1.391,10
1977-05-31,-3.707,7.963,-10.86,-4.053,0.67,-1.388,6.738,0.655,0.83,0.1,-1.342,1.217,HIKE | infl-up | eq-dn | low-vol,1.192,10
1977-06-30,2.093,7.939,-6.816,-3.644,0.7,-1.312,6.702,0.273,0.69,0.07,-5.354,-4.926,HIKE | infl-up | eq-up | low-vol,0.975,10
1977-07-31,0.416,7.387,-8.328,-4.437,0.69,-1.247,6.667,-0.285,1.08,0.36,-9.712,1.851,HIKE | infl-dn | eq-flat | low-vol,1.078,10
1977-08-31,0.676,7.007,-10.257,-5.966,0.55,-0.732,6.632,-0.106,0.69,0.41,-10.055,6.738,HIKE | infl-dn | eq-flat | low-vol,1.055,10
1977-09-30,-3.931,6.89,-10.171,-8.276,0.75,-0.284,6.424,-0.278,0.68,0.74,-7.583,6.226,HIKE | infl-dn | eq-dn | low-vol,1.212,10
1977-10-31,-6.586,6.918,-14.07,-10.262,1.05,0.08,6.39,-0.276,0.76,0.73,4.862,0.877,HIKE | infl-dn | eq-dn | low-vol,1.365,10
1977-11-30,-2.005,8.486,-11.753,-7.12,0.61,-0.203,6.713,0.081,0.6,0.52,2.594,-0.137,HIKE | infl-flat | eq-dn | mid-vol,1.122,10
1977-12-31,-1.481,8.754,-11.502,-11.502,0.42,-0.118,6.678,0.254,0.66,0.4,0.452,1.062,HIKE | infl-up | eq-flat | mid-vol,1.135,10
1978-01-31,-3.346,8.858,-12.961,-12.526,0.23,-0.114,6.814,0.424,0.77,0.24,12.807,11.966,HIKE | infl-up | eq-dn | mid-vol,1.218,10
1978-02-28,-8.215,7.741,-14.809,-12.803,0.27,0.541,6.239,-0.473,0.79,0.46,18.67,10.616,HIKE | infl-dn | eq-dn | low-vol,1.381,10
1978-03-31,-6.193,7.789,-12.359,-9.358,0.23,0.414,6.376,-0.302,0.91,0.48,14.942,13.877,HIKE | infl-dn | eq-dn | low-vol,1.264,10
1978-04-30,8.493,9.207,-4.873,-1.636,0.19,0.39,6.5,-0.314,1.08,0.5,-3.8,5.091,HOLD | infl-dn | eq-up | mid-vol,0.803,10
1978-05-31,11.776,9.647,-4.421,1.217,0.58,0.217,7.143,0.903,0.76,0.55,-2.662,1.84,HIKE | infl-up | eq-up | mid-vol,0.839,10
1978-06-30,7.084,10.319,-6.15,-4.926,0.81,0.162,7.438,1.062,0.88,0.78,0.607,7.725,HIKE | infl-up | eq-up | mid-vol,1.022,10
1978-07-31,3.976,8.979,0.0,1.851,0.92,0.08,7.73,1.23,0.66,0.5,-0.745,3.109,HIKE | infl-up | eq-up | mid-vol,1.04,10
1978-08-31,6.167,8.917,-1.703,6.738,0.68,0.184,7.856,0.713,0.42,0.34,-6.787,5.838,HIKE | infl-up | eq-up | mid-vol,0.856,10
1978-09-30,7.338,8.766,-4.159,6.226,0.85,-0.033,8.483,1.045,0.25,0.22,-0.926,6.612,HIKE | infl-up | eq-up | mid-vol,0.947,10
1978-10-31,-7.479,10.675,-12.936,0.877,1.15,0.031,8.929,1.198,0.53,1.02,9.243,9.308,HIKE | infl-up | eq-dn | mid-vol,1.469,10
1978-11-30,-8.316,13.211,-11.487,-0.137,1.72,0.889,8.871,1.015,-0.21,1.09,4.625,12.101,HIKE | infl-up | eq-dn | high-vol,1.495,10
